Faculty,Partner University,PU Module 1,PU Module 1 Title,PU Mod1 Credits,PU Module 2,PU Module 2 Title,PU Mod2 Credits,NUS Module 1,NUS Module 1 Title,NUS Mod1 Credits,NUS Module 2,NUS Module 2 Title,NUS Mod2 Credits,Pre Approved?,Country,Continent,Department 1,Department 2,Level
NUS Business School,University of Leeds,LUBS1245,INTRODUCTORY MANAGEMENT ACCOUNTING,10,,,,ACC2706,Managerial Accounting,4,,,,Y,United Kingdom,Europe,ACC,,2
NUS Business School,University of Leeds,LUBS1025,LEADERSHIP IN BUSINESS,10,,,,MNO2705,Lead.&Deci Making under Uncert,4,,,,Y,United Kingdom,Europe,MNO,,2
Faculty of Science,University of Leeds,BLGY 1128,Living Planet,20,,,,LSM1105,Evolutionary Biology,4,,,,Y,United Kingdom,Europe,LSM,,1
School of Computing,University of Leeds,COMP3611,Machine Learning,10,,,,CS3244,Machine Learning,4,,,,N,United Kingdom,Europe,CS,,3
NUS Business School,University of Leeds,LUBS2000,"MANAGEMENT, WORK AND ORGANISATIONS",10,,,,MNO1706,Organisational Behavior,4,,,,Y,United Kingdom,Europe,MNO,,1
NUS Business School,University of Leeds,LUBS2000,"MANAGEMENT, WORK AND ORGANISATIONS",10,,,,MNO1706X,Organisational Behavior,4,,,,Y,United Kingdom,Europe,MNO,,1
Faculty of Science,University of Leeds,SOEE 2690,Managing Biodiversity,10,,,,LSM3272,Global Change Biology,4,,,,Y,United Kingdom,Europe,LSM,,3
NUS Business School,University of Leeds,LUBS2065,MANAGING INNOVATION IN BUSINESS,10,,,,MNO3761X,Topics in L&HCM,4,,,,Y,United Kingdom,Europe,MNO,,3
Faculty of Science,University of Leeds,MICR 2222,Medical Virology,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,FOOD2135,Microbiological and Chemical Food Safety,20,,,,FST3101,Food Enzymology & Fermentation,4,,,,Y,United Kingdom,Europe,FST,,3
Faculty of Science,University of Leeds,MICR 2121,Molecular Virology,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,FOOD2031,Molecules Controlling Sensory and Nutritional Properties,20,,,,FST3106,Sensory and Flavour Science,4,,,,Y,United Kingdom,Europe,FST,,3
Faculty of Science,University of Leeds,SPSC 1031,Motor Control: Foundations of Control and Learning,10,,,,LSM2991,Exchange Enrichment Level 2000,4,,,,Y,United Kingdom,Europe,LSM,,2
Faculty of Science,University of Leeds,BMSC 2118,Neurobiology,20,,,,LSM3215,Neuronal Signaling and Memory,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,FOOD2160,Nutrition in the Prevention and Treatment of Disease,20,,,,FST3202,Nutrition & Disease Prevention,4,,,,Y,United Kingdom,Europe,FST,,3
Faculty of Science,University of Leeds,FOOD3391,Obesity and Personalised Nutrition in the 21st Century,10,,,,FST3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,FST,,3
NUS Business School,University of Leeds,LUBS1850,ORGANISATIONAL BEHAVIOUR,20,,,,MNO3703,Leading in the 21st Century,4,,,,Y,United Kingdom,Europe,MNO,,3
Faculty of Science,University of Leeds,BLGY 2223,Organismal Evolution,10,,,,LSM3252,Evolutn & Comparative Genomics,4,,,,Y,United Kingdom,Europe,LSM,,3
School of Computing,University of Leeds,COMP3221,Parallel Computation,10,,,,CS3210,Parallel Computing,4,,,,N,United Kingdom,Europe,CS,,3
Faculty of Science,University of Leeds,BLGY 2137,Parasitology,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
NUS Business School,University of Leeds,LUBS2150,PEOPLE IN ORGANISATIONS,10,,,,MNO3703,Leading in the 21st Century,4,,,,Y,United Kingdom,Europe,MNO,,3
Faculty of Science,University of Leeds,FOOD 2260,Physiology II - Integration Between Physiology and Nutrition,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,BMSC 2225,Physiology of Absorption and Excretion,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,BLGY 2144,Population and Community Ecology,20,,,,LSM2251,Ecology and Environment,4,,,,Y,United Kingdom,Europe,LSM,,2
NUS Business School,University of Leeds,LUBS2660,PRINCIPLES OF CORPORATE STRATEGY,10,,,,BSP3701,Strategic Management,4,,,,Y,United Kingdom,Europe,BSP,,3
Faculty of Science,University of Leeds,BMSC 2224,Principles of Drug Discovery,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
NUS Business School,University of Leeds,LUBS2160,PRINCIPLES OF MARKETING,10,,,,MKT1705,Principles of Marketing,4,,,,Y,United Kingdom,Europe,MKT,,1
NUS Business School,University of Leeds,LUBS2160,PRINCIPLES OF MARKETING,10,,,,MKT1705X,Principles of Marketing,4,,,,Y,United Kingdom,Europe,MKT,,1
NUS Business School,University of Leeds,LUBS2775,RESEARCH METHODS,10,,,,MNO3761Z,Topics in L&HCM,4,,,,Y,United Kingdom,Europe,MNO,,3
School of Design & Environment,University of Leeds,LUBS2775,Research Methods,10,,,,PF2105,,4,,,,N,United Kingdom,Europe,PF,,2
School of Design & Environment,University of Leeds,LUBS2875,Research Methods for International Business,10,,,,PF2105,,4,,,,N,United Kingdom,Europe,PF,,2
School of Design & Environment,University of Leeds,SOEE3780,Sustainable Development in Practice,10,,,,PF4305,Green Development,4,,,,N,United Kingdom,Europe,PF,,4
School of Design & Environment,University of Leeds,PEME3431,Sustainable Energy Processes,10,,,,PF3302,,4,,,,N,United Kingdom,Europe,PF,,3
Faculty of Science,University of Leeds,BLGY 2225,Sustainable Food Production,10,,,,LSM3256,Tropical Horticulture,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,FOOD 1131,Traditional Alcoholic Beverages,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
School of Computing,University of Leeds,COMP2811,User Interfaces,15,,,,CS3249,User Interface Development,4,,,,N,United Kingdom,Europe,CS,,3
Faculty of Science,University of Leeds,SOEE 1120,Vertebrate Evolution,10,,,,LSM3266,Avian Biology and Evolution,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Liverpool,LIFE344,Animal Nervous and Musculoskeletal Disorders,15,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
School of Computing,University of Liverpool,COMP124,Computer Systems,15,,,,CS2100,Computer Organisation,4,,,,N,United Kingdom,Europe,CS,,2
School of Computing,University of Liverpool,COMP232,CYBER SECURITY,15,,,,CS2107,Introduction to Information Se,4,,,,N,United Kingdom,Europe,CS,,2
NUS Business School,University of Liverpool,ACFI103,INTRODUCTION TO FINANCE,3,,,,FIN2704X,Finance,4,,,,Y,United Kingdom,Europe,FIN,,2
School of Computing,University of Liverpool,EBUS308,Project Management,15,,,,IS4100,IT Project Management,4,,,,N,United Kingdom,Europe,IS,,4
NUS Business School,University of Ljubljana,BIZ-DO-ZXY1442,GLOBAL FINANCE,6,,,,FIN3120Y,Topic in Finance,4,,,,Y,Slovenia,Europe,FIN,,3
NUS Business School,University of Ljubljana,BIZ-DO-ZXY1440,INTERNATIONAL BUSINESS AND MANAGEMENT,6,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,,Y,Slovenia,Europe,MNO,,3
NUS Business School,University of Ljubljana,BIZ-DO-ZXY1445,MARKETING PLANNING,6,,,,MKT3422Z,Topics in Marketing,4,,,,Y,Slovenia,Europe,MKT,,3
NUS Business School,University of Ljubljana,BIZ-DO-ZXY1439,ORGANIZATIONAL BEHAVIOUR,6,,,,MNO3301,Organisational Behaviour,4,,,,Y,Slovenia,Europe,MNO,,3
NUS Business School,University of Ljubljana,PU008,Sales Promotion,6,,,,MKT3420,Advertising & Promotion Manage,4,,,,Y,Slovenia,Europe,MKT,,3
NUS Business School,University of Ljubljana,BIZ-DO-ZXY1444,SERVICES MARKETING,6,,,,MKT3412,Services Marketing,4,,,,Y,Slovenia,Europe,MKT,,3
NUS Business School,University of Ljubljana,BIZ-DO-ZXY1443,TAXES AND CORPORATIONS,6,,,,FIN3120X,Topic in Finance,4,,,,Y,Slovenia,Europe,FIN,,3
NUS Business School,University of Mannheim,MKT660,(BRANDING AND) CONSUMER BEHAVIOUR,6,,,,MKT3702,Consumer Behaviour,4,,,,Y,Germany,Europe,MKT,,3
School of Computing,University of Mannheim,CS500,Advanced Software Engineering,6,,,,CS2103,Software Engineering,4,,,,,Germany,Europe,CS,,2
Faculty of Arts & Social Sci,University of Mannheim,HS,Ausgewahlte Themen der Internat Bez. II: Terrorism & Counterterrorism: Understanding Terrorist Net,7,,,,GL4889,Topics in War and Security,5,,,,Y,Germany,Europe,GL,,4
Faculty of Arts & Social Sci,University of Mannheim,HS,"Ausgewahlte Themen der Internationalen Beziehungen II: Contentious Politics, Mobilization & Repressi",7,,,,PS3746,Department Exchange Module,4,,,,Y,Germany,Europe,PS,,3
Faculty of Arts & Social Sci,University of Mannheim,HS.,Ausgewahlte Themen der Internationalen Beziehungen II: The Political Economy of War,7,,,,PS4216,The Study of War,5,,,,Y,Germany,Europe,PS,,4
Faculty of Arts & Social Sci,University of Mannheim,HS.,Ausgewahlte Themen der Vergleichenden Regierungslehre II: Regime Change and Social Media,7,,,,PS3264,,4,,,,Y,Germany,Europe,PS,,3
Faculty of Arts & Social Sci,University of Mannheim,VL,Ausgewahlte Themen der Vergleichenden Regierungslehre II: Regime Types,7,,,,PS3264,,4,,,,Y,Germany,Europe,PS,,3
NUS Business School,University of Mannheim,FIN355,BEHAVIORAL FINANCE,6,,,,FIN3761X,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,FIN620,BEHAVIORAL FINANCE,6,,,,FIN3761Y,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
School of Computing,University of Mannheim,CS560,Big Data Techniques and Technologies,6,,,,BT4221,Big Data Techniques & Technolo,4,,,,,Germany,Europe,BT,,4
NUS Business School,University of Mannheim,MKT663,BRANDING AND BRAND MANAGEMENT,4,,,,MKT3424,Branding Strategy,4,,,,Y,Germany,Europe,MKT,,3
School of Computing,University of Mannheim,IS203,Business Informatics III: Development and Management of Information Systems,6,,,,IS2102,Enterprise Systems Architectur,4,,,,,Germany,Europe,IS,,2
NUS Business School,University of Mannheim,IS602,BUSINESS INTELLIGENCE & MANAGEMENT SUPPORT SYSTEMS,6,,,,DOS3761Z,Topics in Operations & SCM,4,,,,Y,Germany,Europe,DOS,,3
NUS Business School,University of Mannheim,IS602,Business Intelligence and Business Analytics Systems,6,,,,DBA4811,Analy. Tools for Consulting,4,,,,Y,Germany,Europe,DBA,,4
NUS Business School,University of Mannheim,TAX661,CASE STUDIES IN INTERNATIONAL TAX PLANNING/STRUCTURING,4,,,,FIN3761Z,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,FIN401,CORPORATE FINANCE & RISK MANAGEMENT,6,,,,FIN3701,Corporate Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,BIZ-DO-ZXY1287,CORPORATE FINANCE (I & ABWL),8,,,,FIN3701,Corporate Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,FIN540,CORPORATE FINANCE I,10,,,,FIN3761Z,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,FIN640,CORPORATE FINANCE II: MERGERS & ACQUISTIONS,8,,,,FIN3761Z,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,FIN641,CORPORATE FINANCE III: ADVANCED TOPICS IN CORPORATE FINANCE,6,,,,FIN3703,Financial Markets,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,FIN350,CORPORATE GOVERNANCE,8,,,,FIN3761X,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,MAN655,CORPORATE STRATEGY: MANAGING BUSINESS GROUPS,6,,,,BSP3701,Strategic Management,4,,,,Y,Germany,Europe,BSP,,3
NUS Business School,University of Mannheim,FIN580,DERIVATIVES I: BASIC STRATEGIES AND PRICING,6,,,,FIN3761X,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,BIZ-DO-ZXY1202,DESIGNING THE MARKETING MIX & MANAGING CUSTOMER RELATIONSHIPS,5,,,,MKT3716,Customer Relationship Mgt,4,,,,Y,Germany,Europe,MKT,,3
NUS Business School,University of Mannheim,BIZ-DO-ZXY1299,DIGITAL ENTREPRENEURSHIP,4,,,,MNO3761Y,Topics in L&HCM,4,,,,Y,Germany,Europe,MNO,,3
NUS Business School,University of Mannheim,BIZ-DO-ZXY1134,ECONOMICS OF INNOVATION,4,,,,TR3008,Technological Innovation,4,,,,Y,Germany,Europe,TR,,3
NUS Business School,University of Mannheim,BIZ-DO-ZXY1134,ECONOMICS OF INNOVATION,4,,,,BSN3701,Technological Innovation,4,,,,Y,Germany,Europe,BSN,,3
Faculty of Arts & Social Sci,University of Mannheim,PS,Einfuhrung in die Vergleichende Regierungslehre: Comparative Political Institutions,5,,,,PS4881A,,5,,,,Y,Germany,Europe,PS,,4
Faculty of Arts & Social Sci,University of Mannheim,PS,Einfuhrung in die Vergleichende Regierungslehre: Democratization and Authoritarian Persistence,5,,,,PS3264,,4,,,,Y,Germany,Europe,PS,,3
Faculty of Arts & Social Sci,University of Mannheim,PS,Einfuhrung in die Vergleichende Regierungslehre: Economic Origins and Consequences of Authoritariani,5,,,,PS3722,Department Exchange Module,4,,,,Y,Germany,Europe,PS,,3
NUS Business School,University of Mannheim,FIN360,EMPIRICAL BANKING RESEARCH,6,,,,FIN3761X,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,FIN603,EMPIRICAL FINANCE,6,,,,FIN3761X,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,E528,FINANCIAL ECONOMICS,7,,,,FIN3701,Corporate Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,BIZ-DO-ZXY1344,FINANCIAL ECONOMICS,6,,,,FIN3701,Corporate Finance,4,,,,Y,Germany,Europe,FIN,,3
School of Computing,University of Mannheim,IS301,Foundations of Information Systems,6,,,,IS1103,Ethics in Computing,4,,,,,Germany,Europe,IS,,1
NUS Business School,University of Mannheim,OPM450,FUNDAMENTALS IN SERVICE OPERATIONS MANAGEMENT,3,OPM451,ADVANCED DECISION MAKING FOR OPERATIONS MANAGERS,3,DOS3761X,Topics in Operations & SCM,4,,,,Y,Germany,Europe,DOS,,3
Faculty of Arts & Social Sci,University of Mannheim,UM006,Gender and Policy in Comparative Perspective,5,,,,PS3237,Women and Politics,4,,,,Y,Germany,Europe,PS,,3
Faculty of Arts & Social Sci,University of Mannheim,1115,German Language A1.1,1,,,,LAG1201,German 1,4,,,,Y,Germany,Europe,LAG,,1
NUS Business School,University of Mannheim,MKT621,GLOBAL MARKETING,4,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,,Y,Germany,Europe,MKT,,3
NUS Business School,University of Mannheim,MAN617,HUMAN RESOURCE MANAGEMENT IN NONPROFIT ORGANIZATIONS,4,,,,MNO3761Z,Topics in L&HCM,4,,,,Y,Germany,Europe,MNO,,3
NUS Business School,University of Mannheim,BIZ-DO-ZXY1068,INFORMATION SYSTEMS IN THE SERVICE INDUSTRY,6,,,,DOS3761Y,Topics in Operations & SCM,4,,,,Y,Germany,Europe,DOS,,3
NUS Business School,University of Mannheim,IS401,INTEGRATED INFORMATION SYSTEMS,6,,,,DOS3761X,Topics in Operations & SCM,4,,,,N,Germany,Europe,DOS,,3
School of Computing,University of Mannheim,IS405,Integrated Information Systems,6,,,,IS3221,ERP Systems with Analytics Sol,4,,,,,Germany,Europe,IS,,3
NUS Business School,University of Mannheim,MKT662,INTERACTIVE MARKETING,4,,,,MKT3714,Marketing in a Digital Age,4,,,,Y,Germany,Europe,MKT,,3
NUS Business School,University of Mannheim,TAX630,INTERNATIONAL BUSINESS,4,,,,FIN3761Y,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
Faculty of Arts & Social Sci,University of Mannheim,UM007,International Development and Democracy,5,,,,P3263,,4,,,,Y,Germany,Europe,P,,3
NUS Business School,University of Mannheim,ACC402,INTERNATIONAL FINANCIAL ACCOUNTING & BUSINESS TAXATION,6,,,,FIN3761Y,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,BIZ-DO-ZXY1260,INTERNATIONAL FINANCIAL MANAGEMENT,5,,,,FIN3711,International Financial Mgt,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,MAN653,INTERNATIONAL MANAGEMENT II,6,,,,MNO3761X,Topics in L&HCM,4,,,,Y,Germany,Europe,MNO,,3
NUS Business School,University of Mannheim,TAX350,INTERNATIONAL TAXATION,6,,,,FIN3761X,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,BIZ-DO-ZXY1230,INTERNET ECONOMICS,4,,,,MKT3422Z,Topics in Marketing,4,,,,Y,Germany,Europe,MKT,,3
NUS Business School,University of Mannheim,CC301,INTRODUCTION TO ACCOUNTANCY,6,,,,ACC1701X,Accounting for Decision Makers,4,,,,Y,Germany,Europe,ACC,,1
NUS Business School,University of Mannheim,FIN301,INVESTMENTS AND ASSET PRICING,6,,,,FIN2704,Finance,4,,,,Y,Germany,Europe,FIN,,2
NUS Business School,University of Mannheim,FIN301,INVESTMENTS AND ASSET PRICING,6,,,,FIN2704X,Finance,4,,,,Y,Germany,Europe,FIN,,2
NUS Business School,University of Mannheim,FIN500,INVESTMENTS I,6,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,MAN645,LEADERSHIP AND MOTIVATION,6,,,,MNO2705,Lead.&Deci Making under Uncert,4,,,,Y,Germany,Europe,MNO,,2
NUS Business School,University of Mannheim,BIZ-DO-ZXY1135,LEGAL REASONING AND ARGUMENT,4,,,,BSP1702,Legal Environment of Business,4,,,,Y,Germany,Europe,BSP,,1
School of Computing,University of Mannheim,IE675,Machine Learning,6,,,,BT4240,Machine Learning for Predictiv,4,,,,,Germany,Europe,BT,,4
NUS Business School,University of Mannheim,BIZ-DO-ZXY1221,MANAGEMENT IN A GLOBALISED WORLD,5,,,,MNO3761X,Topics in L&HCM,4,,,,Y,Germany,Europe,MNO,,3
NUS Business School,University of Mannheim,BIZ-DO-ZXY1177,MARKET FRICTIONS AND ASSET PRICING,6,,,,FIN3761X,Topics in Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,MKT301,MARKETING A,6,,,,MKT1705X,Principles of Marketing,4,,,,Y,Germany,Europe,MKT,,1
NUS Business School,University of Mannheim,MKT301,MARKETING A,6,,,,MKT1705,Principles of Marketing,4,,,,Y,Germany,Europe,MKT,,1
NUS Business School,University of Mannheim,MKT351,MARKETING MANAGEMENT DECISIONS,6,,,,MKT1705,Principles of Marketing,4,,,,Y,Germany,Europe,MKT,,1
NUS Business School,University of Mannheim,MKT351,MARKETING MANAGEMENT DECISIONS,6,,,,MKT1705X,Principles of Marketing,4,,,,Y,Germany,Europe,MKT,,1
NUS Business School,University of Mannheim,MKT540,MARKETING STRATEGY,6,,,,MKT4713,Mktg Strat Simul & Case Analy,4,,,,Y,Germany,Europe,MKT,,4
NUS Business School,University of Mannheim,MKT531,MARKETING THEORY,4,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,,Y,Germany,Europe,MKT,,3
NUS Business School,University of Mannheim,FIN352,MICROSTRUCTURE OF FINANCIAL MARKETS,6,,,,FIN3703,Financial Markets,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Mannheim,MAN614,NONPROFIT MARKETING,6,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,,Y,Germany,Europe,MKT,,3
NUS Business School,University of Mannheim,OPM301,OPERATIONS MANAGEMENT,6,,,,DAO2703,Operations and Technology Mana,4,,,,Y,Germany,Europe,DAO,,2
NUS Business School,University of Mannheim,MAN401,ORGANISATION AND HUMAN RESOURCE MANAGEMENT,6,,,,MNO3761Z,Topics in L&HCM,4,,,,Y,Germany,Europe,MNO,,3
NUS Business School,University of Mannheim,BIZ-DO-ZXY1149,ORGANISATION DESIGN,6,,,,MNO3761X,Topics in L&HCM,4,,,,Y,Germany,Europe,MNO,,3
